Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Gio Reyna,us USA,"MF,FW",Dortmund,21-067,2002,9,1,238,2.6,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.5,5,14,19,0.00,0.00,0.00,0.00,0.00,0.27,0.29,0.57,0.27,0.57
Marco Richter,de GER,"FW,MF",Mainz 05,26-056,1997,13,6,532,5.9,1,0,1,1,0,0,2,0,1.8,1.8,0.7,2.4,15,25,39,0.17,0.00,0.17,0.17,0.17,0.30,0.12,0.41,0.30,0.41
Clemens Riedel,de GER,DF,Darmstadt 98,20-184,2003,8,5,455,5.1,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,2,27,26,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18
Manuel Riemann,de GER,GK,Bochum,35-132,1988,17,17,"1,530",17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sebastian Rode,de GER,MF,Eint Frankfurt,33-100,1990,2,1,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rogério,br BRA,"DF,MF",Wolfsburg,26-006,1998,8,6,552,6.1,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,21,34,29,0.16,0.00,0.16,0.16,0.16,0.05,0.02,0.07,0.05,0.07
Merlin Röhl,de GER,"MF,FW",Freiburg,21-198,2002,13,10,851,9.5,1,4,5,1,0,0,3,0,1.8,1.8,1.8,3.6,25,21,45,0.11,0.42,0.53,0.11,0.53,0.19,0.19,0.38,0.19,0.38
Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,26-182,1997,4,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21
Anthony Rouault,fr FRA,DF,Stuttgart,22-235,2001,12,5,503,5.6,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4,29,6,0.00,0.18,0.18,0.00,0.18,0.01,0.07,0.08,0.01,0.08
Jérôme Roussillon,fr FRA,DF,Union Berlin,31-013,1993,13,6,543,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,5,30,17,0.00,0.17,0.17,0.00,0.17,0.02,0.07,0.09,0.02,0.09
Fabian Rüdlin,de GER,MF,Freiburg,27-006,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julian Ryerson,no NOR,DF,Dortmund,26-063,1997,10,10,893,9.9,3,1,4,3,0,0,1,0,1.0,1.0,1.8,2.8,19,31,62,0.30,0.10,0.40,0.30,0.40,0.10,0.19,0.29,0.10,0.29
Frederik Rønnow,dk DEN,GK,Union Berlin,31-168,1992,16,16,"1,440",16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Sabitzer,at AUT,MF,Dortmund,29-308,1994,12,11,928,10.3,2,1,3,2,0,0,2,0,1.7,1.7,0.9,2.6,19,52,27,0.19,0.10,0.29,0.19,0.29,0.17,0.08,0.25,0.17,0.25
Roland Sallai,hu HUN,"FW,MF",Freiburg,26-242,1997,13,10,849,9.4,2,0,2,2,0,0,2,0,4.0,4.0,1.7,5.6,21,19,70,0.21,0.00,0.21,0.21,0.21,0.42,0.18,0.60,0.42,0.60
Diadie Samassékou,ml MLI,MF,Hoffenheim,28-008,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jadon Sancho,eng ENG,FW,Dortmund,23-300,2000,1,0,36,0.4,0,1,1,0,0,0,0,0,0.1,0.1,1.3,1.4,2,0,7,0.00,2.50,2.50,0.00,2.50,0.21,3.19,3.40,0.21,3.40
Leroy Sané,de GER,FW,Bayern Munich,28-008,1996,16,16,"1,386",15.4,8,10,18,8,0,0,2,0,8.8,8.8,9.1,17.8,85,74,182,0.52,0.65,1.17,0.52,1.17,0.57,0.59,1.16,0.57,1.16
Amin Sarr,se SWE,"FW,MF",Wolfsburg,22-314,2001,5,0,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bouna Sarr,sn SEN,DF,Bayern Munich,31-353,1992,2,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
Joe Scally,us USA,DF,M'Gladbach,21-019,2002,17,14,"1,250",13.9,1,1,2,1,0,0,4,0,0.1,0.1,0.4,0.5,15,49,32,0.07,0.07,0.14,0.07,0.14,0.01,0.03,0.03,0.01,0.03
András Schäfer,hu HUN,MF,Union Berlin,24-281,1999,5,1,191,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,11,15,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
Patrik Schick,cz CZE,FW,Leverkusen,27-360,1996,6,2,206,2.3,3,0,3,2,1,1,0,0,2.2,1.4,0.2,1.6,3,2,19,1.31,0.00,1.31,0.87,0.87,0.95,0.07,1.03,0.61,0.68
Stefan Schimmer,de GER,"MF,FW",Heidenheim,29-266,1994,9,0,73,0.8,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.0,1,1,4,0.00,1.23,1.23,0.00,1.23,0.19,1.07,1.26,0.19,1.26
Xaver Schlager,at AUT,MF,RB Leipzig,26-113,1997,15,15,"1,324",14.7,0,1,1,0,0,0,1,0,0.6,0.6,1.5,2.1,41,122,26,0.00,0.07,0.07,0.00,0.07,0.04,0.10,0.14,0.04,0.14
Keven Schlotterbeck,de GER,DF,Bochum,26-266,1997,12,10,902,10.0,1,0,1,1,0,0,6,0,0.7,0.7,0.3,0.9,3,28,4,0.10,0.00,0.10,0.10,0.10,0.07,0.03,0.09,0.07,0.09
Nico Schlotterbeck,de GER,DF,Dortmund,24-049,1999,16,16,"1,391",15.5,1,0,1,1,0,0,0,0,1.1,1.1,0.7,1.9,31,84,7,0.06,0.00,0.06,0.06,0.06,0.07,0.05,0.12,0.07,0.12
Romano Schmid,at AUT,MF,Werder Bremen,23-357,2000,17,14,"1,242",13.8,1,2,3,1,0,0,2,0,2.7,2.7,2.8,5.5,41,75,78,0.07,0.14,0.22,0.07,0.22,0.20,0.20,0.40,0.20,0.40
Kenneth Schmidt,de GER,DF,Freiburg,21-230,2002,5,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.02,0.12
Benno Schmitz,de GER,DF,Köln,29-063,1994,9,6,537,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,38,25,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Fabian Schnellhardt,de GER,MF,Darmstadt 98,30-007,1994,6,2,208,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,5,14,9,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11
Jan Schöppner,de GER,MF,Heidenheim,24-221,1999,9,7,626,7.0,2,0,2,2,0,0,2,0,0.8,0.8,0.4,1.3,7,19,16,0.29,0.00,0.29,0.29,0.29,0.12,0.06,0.18,0.12,0.18
Marcel Schuhen,de GER,GK,Darmstadt 98,31-006,1993,16,16,"1,440",16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marvin Schwäbe,de GER,GK,Köln,28-269,1995,17,17,"1,530",17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolas Seiwald,at AUT,MF,RB Leipzig,22-260,2001,6,1,147,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Davie Selke,de GER,FW,Köln,28-364,1995,15,14,"1,083",12.0,5,0,5,5,0,0,2,0,4.0,4.0,0.3,4.3,9,13,41,0.42,0.00,0.42,0.42,0.42,0.33,0.03,0.36,0.33,0.36
Benjamin Šeško,si SVN,FW,RB Leipzig,20-233,2003,14,4,417,4.6,3,0,3,3,0,0,0,0,2.2,2.2,0.3,2.5,8,5,29,0.65,0.00,0.65,0.65,0.65,0.47,0.07,0.53,0.47,0.53
Kevin Sessa,de GER,"MF,FW",Heidenheim,23-197,2000,13,0,263,2.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,7,15,19,0.00,0.00,0.00,0.00,0.00,0.27,0.06,0.33,0.27,0.33
Aaron Seydel,de GER,FW,Darmstadt 98,27-346,1996,6,3,258,2.9,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,3,7,7,0.00,0.00,0.00,0.00,0.00,0.13,0.09,0.21,0.13,0.21
Tim Siersleben,de GER,DF,Heidenheim,23-316,2000,10,9,811,9.0,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,7,44,1,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
Kiliann Sildillia,fr FRA,DF,Freiburg,21-248,2002,16,13,"1,128",12.5,0,1,1,0,0,0,2,0,0.1,0.1,0.8,1.0,14,43,42,0.00,0.08,0.08,0.00,0.08,0.01,0.07,0.08,0.01,0.08
Mohamed Simakan,fr FRA,DF,RB Leipzig,23-261,2000,17,16,"1,415",15.7,1,1,2,1,0,0,4,0,2.4,2.4,1.2,3.6,18,78,24,0.06,0.06,0.13,0.06,0.13,0.15,0.08,0.23,0.15,0.23
Xavi Simons,nl NED,MF,RB Leipzig,20-273,2003,17,17,"1,357",15.1,4,7,11,4,0,1,4,0,4.0,3.2,4.0,7.2,67,85,114,0.27,0.46,0.73,0.27,0.73,0.27,0.27,0.53,0.21,0.48
Tim Skarke,de GER,"FW,MF",Darmstadt 98,27-134,1996,15,14,"1,170",13.0,6,0,6,6,0,0,4,0,1.8,1.8,0.7,2.5,29,33,88,0.46,0.00,0.46,0.46,0.46,0.14,0.05,0.19,0.14,0.19
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28-254,1995,14,13,"1,197",13.3,2,1,3,2,0,0,0,0,1.9,1.9,0.8,2.6,6,64,17,0.15,0.08,0.23,0.15,0.23,0.14,0.06,0.20,0.14,0.20
Robert Skov,dk DEN,"DF,FW",Hoffenheim,27-244,1996,15,10,835,9.3,3,3,6,3,0,0,2,0,1.1,1.1,1.6,2.7,15,35,62,0.32,0.32,0.65,0.32,0.65,0.12,0.17,0.29,0.12,0.29
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,23-155,2000,7,2,248,2.8,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0,7,0,0.36,0.00,0.36,0.36,0.36,0.37,0.01,0.37,0.37,0.37
Danilo Soares,br BRA,DF,Bochum,32-082,1991,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25-363,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.00,0.00,0.00,0.00,0.00,0.06,0.57,0.63,0.06,0.63
Anton Stach,de GER,MF,Hoffenheim,25-065,1998,14,12,"1,123",12.5,1,0,1,1,0,0,2,0,0.8,0.8,1.5,2.3,26,64,24,0.08,0.00,0.08,0.08,0.08,0.07,0.12,0.19,0.07,0.19
Anton Stach,de GER,MF,Mainz 05,25-065,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
Jens Stage,dk DEN,MF,Werder Bremen,27-072,1996,17,16,"1,432",15.9,2,1,3,2,0,0,4,0,2.6,2.6,1.0,3.7,10,50,30,0.13,0.06,0.19,0.13,0.19,0.16,0.07,0.23,0.16,0.23
Josip Stanišić,hr CRO,DF,Leverkusen,23-292,2000,7,3,345,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,16,30,10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Niklas Stark,de GER,DF,Werder Bremen,28-280,1995,9,7,666,7.4,2,0,2,2,0,0,2,0,0.2,0.2,0.0,0.2,3,20,0,0.27,0.00,0.27,0.27,0.27,0.03,0.00,0.03,0.03,0.03
Pascal Stenzel,de GER,DF,Stuttgart,27-305,1996,12,11,803,8.9,0,3,3,0,0,0,1,0,0.2,0.2,2.0,2.2,27,65,35,0.00,0.34,0.34,0.00,0.34,0.03,0.23,0.25,0.03,0.25
Leonidas Stergiou,ch SUI,DF,Stuttgart,21-322,2002,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Angelo Stiller,de GER,MF,Hoffenheim,22-290,2001,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Angelo Stiller,de GER,MF,Stuttgart,22-290,2001,15,14,"1,280",14.2,0,3,3,0,0,0,1,0,0.5,0.5,2.4,3.0,16,110,33,0.00,0.21,0.21,0.00,0.21,0.04,0.17,0.21,0.04,0.21
Kevin Stöger,at AUT,MF,Bochum,30-145,1993,16,16,"1,265",14.1,4,4,8,1,3,3,6,0,3.7,1.4,3.4,4.7,40,140,50,0.28,0.28,0.57,0.07,0.36,0.27,0.24,0.51,0.10,0.34
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,24-015,2000,6,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,3,10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Niklas Süle,de GER,DF,Dortmund,28-138,1995,12,4,620,6.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,12,43,6,0.15,0.00,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06
Mattias Svanberg,se SWE,MF,Wolfsburg,25-014,1999,16,15,"1,223",13.6,1,3,4,1,0,0,5,0,2.1,2.1,1.4,3.5,20,64,36,0.07,0.22,0.29,0.07,0.29,0.15,0.10,0.25,0.15,0.25
Attila Szalai,hu HUN,DF,Hoffenheim,25-364,1998,4,4,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16
Jonathan Tah,de GER,DF,Leverkusen,27-342,1996,15,15,"1,307",14.5,3,0,3,3,0,0,4,0,1.2,1.2,0.1,1.3,8,53,1,0.21,0.00,0.21,0.21,0.21,0.09,0.00,0.09,0.09,0.09
Edmond Tapsoba,bf BFA,DF,Leverkusen,24-351,1999,14,13,"1,173",13.0,0,0,0,0,0,0,3,0,0.6,0.6,0.8,1.4,27,85,6,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18-267,2005,12,0,231,2.6,3,2,5,3,0,0,1,0,0.7,0.7,0.3,1.1,11,7,27,1.17,0.78,1.95,1.17,1.95,0.28,0.13,0.41,0.28,0.41
Nathan Tella,ng NGA,DF,Leverkusen,24-198,1999,8,0,79,0.9,1,0,1,1,0,0,0,0,0.1,0.1,0.5,0.7,3,6,11,1.14,0.00,1.14,1.14,1.14,0.17,0.61,0.78,0.17,0.78
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36-360,1987,13,10,772,8.6,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,2,25,13,0.00,0.12,0.12,0.00,0.12,0.03,0.04,0.07,0.03,0.07
Jan Thielmann,de GER,"FW,MF",Köln,21-238,2002,8,6,527,5.9,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,17,25,25,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
Denis Thomalla,de GER,"MF,FW",Heidenheim,31-156,1992,14,3,353,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,3,19,14,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15
Phillip Tietz,de GER,FW,Augsburg,26-194,1997,17,14,"1,134",12.6,3,2,5,3,0,0,0,0,5.2,5.2,1.2,6.3,8,17,50,0.24,0.16,0.40,0.24,0.40,0.41,0.09,0.50,0.41,0.50
Steffen Tigges,de GER,"FW,MF",Köln,25-172,1998,12,4,392,4.4,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.8,3,6,27,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19
Umut Tohumcu,de GER,MF,Hoffenheim,19-161,2004,5,3,215,2.4,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,3,9,7,0.00,0.42,0.42,0.00,0.42,0.05,0.17,0.22,0.05,0.22
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21-217,2002,15,6,603,6.7,1,0,1,1,0,0,2,0,1.9,1.9,0.3,2.3,16,13,73,0.15,0.00,0.15,0.15,0.15,0.28,0.05,0.34,0.28,0.34
Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,18-351,2005,4,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26
Lucas Tousart,fr FRA,MF,Union Berlin,26-265,1997,7,3,306,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,8,11,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16
Omar Traoré,de GER,DF,Heidenheim,25-349,1998,15,13,"1,136",12.6,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.7,29,36,40,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.06,0.01,0.06
Kevin Trapp,de GER,GK,Eint Frankfurt,33-195,1990,16,16,"1,440",16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,36-329,1987,12,8,752,8.4,0,1,1,0,0,0,0,0,0.4,0.4,0.8,1.2,9,40,38,0.00,0.12,0.12,0.00,0.12,0.05,0.10,0.15,0.05,0.14
Tuta,br BRA,DF,Eint Frankfurt,24-199,1999,16,16,"1,351",15.0,0,1,1,0,0,0,0,0,0.4,0.4,1.2,1.6,10,57,16,0.00,0.07,0.07,0.00,0.07,0.03,0.08,0.11,0.03,0.11
Lukas Ullrich,de GER,DF,M'Gladbach,19-309,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sven Ulreich,de GER,GK,Bayern Munich,35-169,1988,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deniz Undav,de GER,FW,Stuttgart,27-184,1996,14,9,870,9.7,9,3,12,9,0,1,3,0,8.4,7.6,2.5,10.0,21,38,78,0.93,0.31,1.24,0.93,1.24,0.86,0.25,1.12,0.78,1.04
Dayot Upamecano,fr FRA,DF,Bayern Munich,25-084,1998,14,13,"1,140",12.7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.3,14,79,2,0.08,0.00,0.08,0.08,0.08,0.07,0.03,0.10,0.07,0.10
Mark Uth,de GER,"MF,FW",Köln,32-148,1991,7,3,258,2.9,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.8,6,9,20,0.00,0.00,0.00,0.00,0.00,0.41,0.23,0.64,0.41,0.64
Josha Vagnoman,de GER,"DF,FW",Stuttgart,23-039,2000,7,3,350,3.9,1,1,2,1,0,0,0,0,0.7,0.7,0.8,1.4,7,7,25,0.26,0.26,0.51,0.26,0.51,0.17,0.20,0.37,0.17,0.37
Ruben Vargas,ch SUI,"MF,FW",Augsburg,25-167,1998,15,9,794,8.8,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,16,24,47,0.11,0.11,0.23,0.11,0.23,0.12,0.12,0.24,0.12,0.24
Miloš Veljković,rs SRB,DF,Werder Bremen,28-115,1995,13,12,"1,097",12.2,1,1,2,1,0,0,2,0,0.9,0.9,0.5,1.4,7,47,7,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,20-109,2003,10,5,490,5.4,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,3,1,27,0.18,0.00,0.18,0.18,0.18,0.15,0.00,0.15,0.15,0.15
Kevin Vogt,de GER,DF,Hoffenheim,32-118,1991,16,14,"1,319",14.7,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16,84,12,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05
Kevin Vogt,de GER,DF,Union Berlin,32-118,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Volland,de GER,"MF,FW",Union Berlin,31-173,1992,11,7,584,6.5,2,3,5,1,1,1,0,1,1.9,1.1,1.5,2.6,5,21,51,0.31,0.46,0.77,0.15,0.62,0.30,0.22,0.52,0.18,0.40
Aster Vranckx,be BEL,MF,Wolfsburg,21-107,2002,13,7,706,7.8,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,3,31,6,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Luca Waldschmidt,de GER,"MF,FW",Köln,27-245,1996,15,10,848,9.4,2,0,2,2,0,0,0,0,1.7,1.7,1.0,2.7,26,37,42,0.21,0.00,0.21,0.21,0.21,0.18,0.11,0.29,0.18,0.29
Wout Weghorst,nl NED,FW,Hoffenheim,31-165,1992,13,13,"1,050",11.7,4,0,4,3,1,1,3,0,3.8,3.0,1.7,4.7,9,21,51,0.34,0.00,0.34,0.26,0.26,0.33,0.15,0.47,0.26,0.41
Julian Weigl,de GER,MF,M'Gladbach,28-133,1995,16,16,"1,431",15.9,1,2,3,0,1,1,5,0,1.2,0.4,1.6,1.9,8,60,5,0.06,0.13,0.19,0.00,0.13,0.07,0.10,0.17,0.02,0.12
Nelson Weiper,de GER,"FW,MF",Mainz 05,18-308,2005,3,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,2,17,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17
Mitchell Weiser,de GER,"DF,FW",Werder Bremen,29-273,1994,17,17,"1,474",16.4,1,4,5,1,0,0,3,0,1.2,1.2,1.7,2.9,39,60,98,0.06,0.24,0.31,0.06,0.31,0.07,0.11,0.18,0.07,0.18
Noah Weißhaupt,de GER,"DF,MF",Freiburg,22-121,2001,14,5,533,5.9,1,1,2,1,0,0,1,0,0.4,0.4,1.1,1.5,31,17,59,0.17,0.17,0.34,0.17,0.34,0.07,0.19,0.26,0.07,0.26
Timo Werner,de GER,"FW,MF",RB Leipzig,27-319,1996,8,2,207,2.3,2,0,2,1,1,1,0,0,2.4,1.6,0.0,1.6,10,6,32,0.87,0.00,0.87,0.43,0.43,1.02,0.02,1.04,0.68,0.70
Silvan Widmer,ch SUI,"DF,FW",Mainz 05,30-320,1993,5,5,443,4.9,1,0,1,1,0,0,2,0,0.1,0.1,1.4,1.5,13,24,30,0.20,0.00,0.20,0.20,0.20,0.03,0.28,0.31,0.03,0.31
Patrick Wimmer,at AUT,FW,Wolfsburg,22-234,2001,6,4,280,3.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,7,15,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
Jonas Wind,dk DEN,FW,Wolfsburg,24-346,1999,17,17,"1,492",16.6,9,4,13,9,0,1,3,0,6.5,5.6,3.0,8.6,6,43,72,0.54,0.24,0.78,0.54,0.78,0.39,0.18,0.58,0.34,0.52
Florian Wirtz,de GER,MF,Leverkusen,20-261,2003,17,15,"1,291",14.3,5,7,12,5,0,0,1,0,4.0,4.0,4.0,8.0,76,113,147,0.35,0.49,0.84,0.35,0.84,0.28,0.28,0.56,0.28,0.56
Maximilian Wittek,de GER,"DF,MF",Bochum,28-151,1995,9,7,497,5.5,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,10,34,20,0.00,0.18,0.18,0.00,0.18,0.05,0.09,0.14,0.05,0.14
Maximilian Wöber,at AUT,DF,M'Gladbach,25-349,1998,15,15,"1,321",14.7,1,2,3,1,0,0,3,1,0.8,0.8,1.0,1.8,23,84,17,0.07,0.14,0.20,0.07,0.20,0.05,0.06,0.12,0.05,0.12
Marius Wolf,de GER,DF,Dortmund,28-237,1995,12,7,630,7.0,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.2,24,28,51,0.00,0.14,0.14,0.00,0.14,0.03,0.14,0.18,0.03,0.18
Nick Woltemade,de GER,"FW,MF",Werder Bremen,21-339,2002,13,1,268,3.0,0,0,0,0,0,0,0,0,0.7,0.7,0.4,1.1,5,9,26,0.00,0.00,0.00,0.00,0.00,0.22,0.14,0.35,0.22,0.35
Jeong Woo-yeong,kr KOR,MF,Stuttgart,24-121,1999,12,4,380,4.2,0,2,2,0,0,0,0,0,0.8,0.8,0.9,1.7,9,12,29,0.00,0.47,0.47,0.00,0.47,0.20,0.21,0.41,0.20,0.41
Granit Xhaka,ch SUI,MF,Leverkusen,31-114,1992,17,17,"1,505",16.7,0,0,0,0,0,0,3,0,0.9,0.9,1.2,2.1,33,198,21,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24-230,1999,17,14,"1,273",14.1,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.1,2,67,2,0.07,0.00,0.07,0.07,0.07,0.07,0.01,0.07,0.07,0.07
Robin Zentner,de GER,GK,Mainz 05,29-083,1994,13,13,"1,170",13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cedric Zesiger,ch SUI,DF,Wolfsburg,25-209,1998,13,11,936,10.4,0,0,0,0,0,0,4,0,0.9,0.9,0.0,0.9,8,49,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Michael Zetterer,de GER,GK,Werder Bremen,28-191,1995,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
