Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Bryan Gil,es ESP,"MF,FW",Tottenham,21,2001,1.6,5,3.04,4,0,1,0,0,0,3,1.82,3,0,0,0,0,0
Billy Gilmour,sct SCO,MF,Brighton,21,2001,5.6,14,2.48,12,0,0,0,1,1,3,0.53,3,0,0,0,0,0
Degnand Gnonto,it ITA,"FW,MF",Leeds United,18,2003,15.0,50,3.32,30,3,4,4,8,1,7,0.47,6,1,0,0,0,0
Ben Godfrey,eng ENG,DF,Everton,24,1998,8.9,4,0.45,4,0,0,0,0,0,2,0.22,2,0,0,0,0,0
João Gomes,br BRA,MF,Wolves,21,2001,7.3,14,1.93,9,0,1,2,2,0,2,0.28,1,0,0,1,0,0
Toti Gomes,pt POR,DF,Wolves,23,1999,10.9,9,0.82,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Joe Gomez,eng ENG,DF,Liverpool,25,1997,16.3,18,1.11,15,1,0,1,0,1,1,0.06,1,0,0,0,0,0
Sergio Gómez,es ESP,"DF,MF",Manchester City,21,2000,3.9,7,1.81,6,1,0,0,0,0,1,0.26,1,0,0,0,0,0
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,21,2001,5.4,16,2.96,10,1,1,1,2,1,1,0.18,1,0,0,0,0,0
Anthony Gordon,eng ENG,FW,Everton,21,2001,12.2,23,1.89,13,0,1,6,1,2,0,0.00,0,0,0,0,0,0
Demarai Gray,jm JAM,"FW,MF",Everton,26,1996,27.9,94,3.37,41,25,4,11,10,3,5,0.18,3,2,0,0,0,0
Jack Grealish,eng ENG,FW,Manchester City,26,1995,22.8,104,4.55,71,7,6,6,13,1,20,0.88,14,1,0,1,3,1
Sam Greenwood,eng ENG,"MF,FW",Leeds United,20,2002,4.7,24,5.11,5,18,0,1,0,0,3,0.64,0,2,0,1,0,0
Pascal Groß,de GER,"MF,DF",Brighton,31,1991,36.0,138,3.83,90,40,1,5,1,1,12,0.33,10,2,0,0,0,0
Vicente Guaita,es ESP,GK,Crystal Palace,35,1987,27.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gonçalo Guedes,pt POR,"FW,MF",Wolves,25,1996,7.9,27,3.44,15,3,1,2,5,1,1,0.13,1,0,0,0,0,0
Marc Guéhi,eng ENG,DF,Crystal Palace,22,2000,37.0,29,0.78,23,1,0,3,1,1,1,0.03,1,0,0,0,0,0
Bruno Guimarães,br BRA,MF,Newcastle Utd,24,1997,30.3,110,3.63,92,1,3,1,11,2,12,0.40,11,0,0,0,0,1
İlkay Gündoğan,de GER,MF,Manchester City,31,1990,26.1,90,3.44,71,7,2,4,4,2,17,0.65,13,1,0,1,2,0
Darko Gyabi,eng ENG,FW,Leeds United,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Erling Haaland,no NOR,FW,Manchester City,22,2000,30.8,72,2.34,48,0,5,10,8,1,17,0.55,14,0,0,1,2,0
Lewis Hall,eng ENG,DF,Chelsea,17,2004,7.3,26,3.58,14,6,2,2,2,0,0,0.00,0,0,0,0,0,0
Luke Harris,wls WAL,"MF,FW",Fulham,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jack Harrison,eng ENG,"FW,MF",Leeds United,25,1996,30.1,114,3.79,68,27,7,5,5,2,9,0.30,6,1,1,1,0,0
Kai Havertz,de GER,"FW,MF",Chelsea,23,1999,28.5,63,2.21,54,2,1,5,1,0,4,0.14,3,0,0,1,0,0
Jan Paul van Hecke,nl NED,DF,Brighton,22,2000,3.3,2,0.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,26,1996,12.6,30,2.39,25,0,2,1,2,0,2,0.16,2,0,0,0,0,0
Dean Henderson,eng ENG,GK,Nott'ham Forest,25,1997,18.0,3,0.17,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23.0,72,3.13,65,1,0,3,1,2,7,0.30,5,0,0,1,1,0
Wayne Hennessey,wls WAL,GK,Nott'ham Forest,35,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rico Henry,eng ENG,DF,Brentford,25,1997,36.0,51,1.42,43,1,1,2,2,2,5,0.14,4,0,0,0,1,0
Son Heung-min,kr KOR,"MF,FW",Tottenham,30,1992,32.1,122,3.80,74,27,7,10,4,0,13,0.40,8,3,2,0,0,0
Aaron Hickey,sct SCO,DF,Brentford,20,2002,21.3,20,0.94,14,1,1,2,2,0,2,0.09,1,0,0,1,0,0
Jack Hinshelwood,eng ENG,FW,Brighton,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joseph Hodge,ie IRL,MF,Wolves,19,2002,1.9,2,1.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rob Holding,eng ENG,DF,Arsenal,26,1995,6.3,6,0.95,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Mason Holgate,eng ENG,DF,Everton,25,1996,5.6,11,1.95,8,2,0,1,0,0,2,0.36,2,0,0,0,0,0
Will Hughes,eng ENG,MF,Crystal Palace,27,1995,9.4,17,1.82,12,2,0,2,1,0,1,0.11,0,0,0,1,0,0
Omari Hutchinson,eng ENG,FW,Chelsea,18,2003,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,97,2.79,89,0,2,2,1,3,14,0.40,14,0,0,0,0,0
Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,25,1996,12.5,45,3.59,33,1,4,5,2,0,6,0.48,6,0,0,0,0,0
Danny Ings,eng ENG,FW,West Ham,30,1992,8.6,12,1.40,11,0,1,0,0,0,3,0.35,3,0,0,0,0,0
Danny Ings,eng ENG,FW,Aston Villa,30,1992,9.2,16,1.75,12,0,2,2,0,0,1,0.11,0,0,1,0,0,0
Alexander Isak,se SWE,FW,Newcastle Utd,22,1999,16.9,49,2.90,29,0,5,11,3,1,5,0.30,1,0,2,1,1,0
Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alex Iwobi,ng NGA,"MF,FW",Everton,26,1996,37.5,120,3.20,91,9,8,7,3,2,9,0.24,8,0,0,0,1,0
Daniel James,wls WAL,FW,Leeds United,24,1997,2.2,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Daniel James,wls WAL,FW,Fulham,24,1997,6.9,11,1.59,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Reece James,eng ENG,"DF,MF",Chelsea,22,1999,13.8,47,3.40,36,5,3,2,1,0,3,0.22,2,0,0,0,1,0
Vitaly Janelt,de GER,"MF,DF",Brentford,24,1998,24.5,47,1.91,39,1,2,3,0,2,4,0.16,4,0,0,0,0,0
Pontus Jansson,se SWE,DF,Brentford,31,1991,8.0,2,0.25,1,0,0,1,0,0,1,0.12,1,0,0,0,0,0
Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,103,3.31,48,47,1,3,3,1,13,0.42,7,4,0,1,0,1
Gabriel Jesus,br BRA,FW,Arsenal,25,1997,22.9,83,3.62,43,1,12,11,13,3,12,0.52,8,0,1,1,2,0
Raúl Jiménez,mx MEX,FW,Wolves,31,1991,9.4,18,1.92,12,0,1,3,2,0,2,0.21,1,0,0,1,0,0
Joelinton,br BRA,"MF,FW",Newcastle Utd,25,1996,29.6,80,2.71,54,1,9,8,7,1,10,0.34,4,1,2,2,1,0
Ben Johnson,eng ENG,DF,West Ham,22,2000,9.6,8,0.83,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21,2001,32.6,55,1.69,36,0,6,7,5,1,11,0.34,5,0,1,3,2,0
Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,38,3.30,31,0,4,1,1,1,4,0.35,3,0,1,0,0,0
Jorginho,it ITA,MF,Arsenal,30,1991,9.5,21,2.21,19,0,0,0,0,2,5,0.53,4,0,0,0,0,1
Jorginho,it ITA,MF,Chelsea,30,1991,14.2,29,2.04,29,0,0,0,0,0,2,0.14,2,0,0,0,0,0
Mateo Joseph,eng ENG,"FW,MF",Leeds United,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diogo Jota,pt POR,FW,Liverpool,25,1996,12.6,33,2.63,23,0,3,5,2,0,5,0.40,4,0,1,0,0,0
Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,22,2000,4.7,20,4.22,12,7,1,0,0,0,1,0.21,1,0,0,0,0,0
James Justin,eng ENG,DF,Leicester City,24,1998,13.9,21,1.51,17,0,2,0,2,0,2,0.14,0,0,1,0,1,0
Mathias Jørgensen,dk DEN,DF,Brentford,32,1990,12.3,9,0.73,5,4,0,0,0,0,1,0.08,0,1,0,0,0,0
Sasa Kalajdzic,at AUT,FW,Wolves,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,19.7,23,1.17,19,0,1,0,3,0,4,0.20,2,0,1,0,1,0
Harry Kane,eng ENG,FW,Tottenham,29,1993,37.8,131,3.46,89,2,13,12,12,3,18,0.48,10,0,2,3,3,0
N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,5.8,24,4.17,22,0,1,1,0,0,2,0.35,2,0,0,0,0,0
Michael Keane,eng ENG,DF,Everton,29,1993,10.9,10,0.91,8,0,0,1,1,0,2,0.18,2,0,0,0,0,0
Neeskens Kebano,cd COD,FW,Fulham,30,1992,8.5,24,2.83,16,2,0,2,3,1,5,0.59,4,0,0,1,0,0
Thilo Kehrer,de GER,DF,West Ham,25,1996,24.8,24,0.97,17,4,0,3,0,0,4,0.16,2,1,0,1,0,0
Naby Keïta,gn GUI,MF,Liverpool,27,1995,3.3,12,3.67,10,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lloyd Kelly,eng ENG,DF,Bournemouth,23,1998,22.7,16,0.71,13,1,0,1,1,0,2,0.09,2,0,0,0,0,0
Max Kilman,eng ENG,DF,Wolves,25,1997,36.7,23,0.63,20,0,0,2,1,0,2,0.05,1,0,0,1,0,0
Jakub Kiwior,pl POL,DF,Arsenal,22,2000,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mateusz Klich,pl POL,"MF,FW",Leeds United,32,1990,3.1,7,2.26,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robin Koch,de GER,DF,Leeds United,26,1996,35.3,15,0.43,11,2,0,2,0,0,2,0.06,2,0,0,0,0,0
Ibrahima Konaté,fr FRA,DF,Liverpool,23,1999,17.2,17,0.99,12,0,1,2,1,1,1,0.06,1,0,0,0,0,0
Ezri Konsa,eng ENG,DF,Aston Villa,24,1997,36.9,15,0.41,13,0,0,1,1,0,2,0.05,2,0,0,0,0,0
Kalidou Koulibaly,sn SEN,DF,Chelsea,31,1991,20.0,21,1.05,17,0,0,2,0,2,3,0.15,3,0,0,0,0,0
Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,32,1989,9.8,10,1.02,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,19.0,62,3.27,53,1,2,4,0,2,3,0.16,3,0,0,0,0,0
Emil Krafth,se SWE,DF,Newcastle Utd,27,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22,2000,23.0,97,4.22,71,5,15,5,0,1,11,0.48,9,1,1,0,0,0
Layvin Kurzawa,fr FRA,DF,Fulham,29,1992,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adam Lallana,eng ENG,"MF,FW",Brighton,34,1988,8.0,22,2.75,22,0,0,0,0,0,2,0.25,2,0,0,0,0,0
Tariq Lamptey,gh GHA,DF,Brighton,21,2000,5.0,14,2.78,12,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Manuel Lanzini,ar ARG,"MF,FW",West Ham,29,1993,2.8,4,1.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Aymeric Laporte,es ESP,DF,Manchester City,28,1994,11.0,17,1.54,16,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Juan Larios,es ESP,DF,Southampton,18,2004,1.7,1,0.59,1,0,0,0,0,0,1,0.59,1,0,0,0,0,0
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28,1993,2.4,1,0.41,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Roméo Lavia,be BEL,MF,Southampton,18,2004,24.7,41,1.66,31,2,3,1,3,1,3,0.12,1,0,0,0,1,1
Dexter Lembikisa,jm JAM,DF,Wolves,18,2003,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mario Lemina,ga GAB,MF,Wolves,28,1993,14.4,8,0.55,6,0,0,0,0,2,2,0.14,1,0,0,0,0,1
Clément Lenglet,fr FRA,DF,Tottenham,27,1995,22.4,23,1.03,20,1,0,0,1,1,5,0.22,5,0,0,0,0,0
Bernd Leno,de GER,GK,Fulham,30,1992,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jefferson Lerma,co COL,MF,Bournemouth,27,1994,36.1,47,1.30,42,2,0,2,1,0,1,0.03,1,0,0,0,0,0
Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,24,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rico Lewis,eng ENG,"DF,MF",Manchester City,17,2004,10.0,27,2.69,24,1,0,1,1,0,0,0.00,0,0,0,0,0,0
Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,21,2001,3.6,8,2.24,2,0,2,4,0,0,2,0.56,0,0,0,2,0,0
Victor Lindelöf,se SWE,DF,Manchester Utd,28,1994,15.2,6,0.40,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,29,1992,10.3,25,2.44,18,1,2,3,1,0,2,0.20,1,0,0,1,0,0
Valentino Livramento,eng ENG,"DF,FW",Southampton,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diego Llorente,es ESP,DF,Leeds United,28,1993,7.2,6,0.83,5,0,0,1,0,0,1,0.14,1,0,0,0,0,0
Hugo Lloris,fr FRA,GK,Tottenham,35,1986,24.5,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Renan Lodi,br BRA,DF,Nott'ham Forest,24,1998,24.6,30,1.22,22,6,0,1,1,0,4,0.16,3,0,0,1,0,0
Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,26,1996,17.1,36,2.11,31,0,3,1,1,0,4,0.23,4,0,0,0,0,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,24,1997,28.0,62,2.22,46,1,2,7,6,0,6,0.21,4,0,0,1,1,0
Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Douglas Luiz,br BRA,MF,Aston Villa,24,1998,32.5,96,2.95,61,26,4,1,1,3,12,0.37,9,1,0,0,0,2
Saša Lukić,rs SRB,MF,Fulham,25,1996,4.6,5,1.09,4,0,0,0,0,1,1,0.22,0,0,0,0,0,1
Lyanco,br BRA,DF,Southampton,25,1997,13.1,9,0.69,6,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Alexis Mac Allister,ar ARG,MF,Brighton,23,1998,32.1,106,3.31,76,7,9,8,4,2,8,0.25,7,0,1,0,0,0
James Maddison,eng ENG,"MF,FW",Leicester City,25,1996,27.6,138,5.01,76,29,12,7,12,2,13,0.47,10,1,1,0,1,0
Noni Madueke,eng ENG,FW,Chelsea,20,2002,7.1,24,3.36,19,0,4,1,0,0,1,0.14,1,0,0,0,0,0
Harry Maguire,eng ENG,DF,Manchester Utd,29,1993,8.5,5,0.59,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Riyad Mahrez,dz ALG,"FW,MF",Manchester City,31,1991,21.3,116,5.44,74,17,7,10,6,2,21,0.98,13,2,2,3,0,1
Kobbie Mainoo,eng ENG,MF,Manchester Utd,17,2005,0.1,2,16.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,24,1997,15.6,24,1.54,22,0,1,0,1,0,2,0.13,1,0,0,0,1,0
Tyrell Malacia,nl NED,DF,Manchester Utd,22,1999,15.5,19,1.22,19,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Orel Mangala,be BEL,MF,Nott'ham Forest,24,1998,17.2,13,0.76,11,0,0,0,2,0,1,0.06,1,0,0,0,0,0
Javier Manquillo,es ESP,DF,Newcastle Utd,28,1994,0.4,1,2.43,0,0,0,0,0,1,1,2.43,0,0,0,0,0,1
Sekou Mara,fr FRA,"FW,MF",Southampton,20,2002,6.2,12,1.95,8,0,3,0,0,1,3,0.49,2,0,1,0,0,0
Solly March,eng ENG,"FW,DF",Brighton,28,1994,30.2,140,4.64,91,15,19,9,4,2,14,0.46,10,1,1,2,0,0
Emiliano Marcondes,dk DEN,MF,Bournemouth,27,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marquinhos,br BRA,MF,Arsenal,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Martial,fr FRA,FW,Manchester Utd,26,1995,10.9,28,2.58,22,0,1,3,1,1,5,0.46,2,0,1,1,1,0
Martinelli,br BRA,FW,Arsenal,21,2001,31.0,127,4.10,89,8,12,12,4,2,17,0.55,10,0,2,5,0,0
Emiliano Martínez,ar ARG,GK,Aston Villa,29,1992,34.9,5,0.14,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Lisandro Martínez,ar ARG,DF,Manchester Utd,24,1998,23.5,18,0.77,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0
Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,19,2002,2.4,4,1.65,4,0,0,0,0,0,2,0.83,2,0,0,0,0,0
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25,1997,8.6,8,0.94,3,0,0,3,2,0,1,0.12,0,0,0,0,1,0
Joël Matip,cm CMR,DF,Liverpool,30,1991,12.1,16,1.32,14,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Neal Maupay,fr FRA,FW,Everton,25,1996,12.4,18,1.45,12,0,1,2,3,0,1,0.08,1,0,0,0,0,0
Kevin Mbabu,ch SUI,"DF,FW",Fulham,27,1995,1.6,3,1.87,2,0,1,0,0,0,1,0.62,1,0,0,0,0,0
Bryan Mbeumo,cm CMR,FW,Brentford,22,1999,32.3,97,3.00,62,27,7,0,1,0,15,0.46,12,2,1,0,0,0
James McArthur,sct SCO,MF,Crystal Palace,34,1987,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alex McCarthy,eng ENG,GK,Southampton,32,1989,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
John McGinn,sct SCO,"MF,FW",Aston Villa,27,1994,29.9,80,2.67,56,10,5,3,5,1,10,0.33,7,1,0,0,2,0
Scott McKenna,sct SCO,DF,Nott'ham Forest,25,1996,17.5,10,0.57,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Weston McKennie,us USA,MF,Leeds United,23,1998,16.0,29,1.82,25,3,0,1,0,0,3,0.19,2,1,0,0,0,0
Dwight McNeil,eng ENG,"FW,MF",Everton,22,1999,27.8,108,3.89,53,36,9,6,2,2,12,0.43,4,3,3,0,1,1
Scott McTominay,sct SCO,MF,Manchester Utd,25,1996,12.9,23,1.78,18,0,1,2,2,0,0,0.00,0,0,0,0,0,0
Ben Mee,eng ENG,DF,Brentford,32,1989,36.3,33,0.91,23,0,1,7,1,1,1,0.03,1,0,0,0,0,0
Edouard Mendy,sn SEN,GK,Chelsea,30,1992,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nampalys Mendy,sn SEN,MF,Leicester City,30,1992,8.4,9,1.07,5,0,1,0,1,2,0,0.00,0,0,0,0,0,0
Chris Mepham,wls WAL,DF,Bournemouth,24,1997,24.4,8,0.33,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Illan Meslier,fr FRA,GK,Leeds United,22,2000,34.0,4,0.12,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander Mighten,eng ENG,FW,Nott'ham Forest,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lewis Miley,eng ENG,MF,Newcastle Utd,16,2006,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luka Milivojević,rs SRB,MF,Crystal Palace,31,1991,5.7,3,0.53,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0
James Milner,eng ENG,"MF,DF",Liverpool,36,1986,10.1,36,3.56,27,4,3,2,0,0,3,0.30,2,1,0,0,0,0
Yerry Mina,co COL,DF,Everton,27,1994,6.6,8,1.21,5,0,0,1,2,0,1,0.15,0,0,0,0,1,0
Tyrone Mings,eng ENG,DF,Aston Villa,29,1993,35.0,23,0.66,17,0,0,2,4,0,4,0.11,2,0,0,1,1,0
Tyrick Mitchell,eng ENG,DF,Crystal Palace,22,1999,32.1,33,1.03,28,1,2,0,0,2,3,0.09,3,0,0,0,0,0
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,25,1997,25.8,108,4.20,78,1,18,5,4,2,15,0.58,10,0,2,2,1,0
Aleksandar Mitrović,rs SRB,FW,Fulham,27,1994,22.3,55,2.47,26,0,9,13,6,1,10,0.45,3,0,1,4,2,0
Kieffer Moore,wls WAL,FW,Bournemouth,29,1992,14.2,18,1.26,14,0,1,0,3,0,2,0.14,2,0,0,0,0,0
Andrew Moran,ie IRL,FW,Brighton,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álex Moreno,es ESP,DF,Aston Villa,29,1993,14.8,34,2.30,31,0,2,1,0,0,3,0.20,3,0,0,0,0,0
Mason Mount,eng ENG,"MF,FW",Chelsea,23,1999,18.3,57,3.11,42,9,2,2,2,0,7,0.38,5,0,0,1,1,0
Lucas Moura,br BRA,"MF,DF",Tottenham,29,1992,1.7,9,5.29,6,0,1,0,1,1,1,0.59,0,0,1,0,0,0
João Moutinho,pt POR,MF,Wolves,35,1986,19.8,66,3.34,49,14,0,2,1,0,3,0.15,3,0,0,0,0,0
Divin Mubama,eng ENG,FW,West Ham,17,2004,0.4,2,4.74,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,21,2001,7.3,21,2.88,13,3,1,1,3,0,2,0.27,2,0,0,0,0,0
Jacob Murphy,eng ENG,FW,Newcastle Utd,27,1995,13.9,49,3.52,37,0,4,2,5,1,6,0.43,5,0,0,0,0,1
Enock Mwepu,zm ZAM,"FW,MF",Brighton,24,1998,2.4,7,2.96,6,0,1,0,0,0,2,0.85,1,0,1,0,0,0
Vitaliy Mykolenko,ua UKR,DF,Everton,23,1999,29.5,46,1.56,41,1,0,2,2,0,3,0.10,2,0,0,1,0,0
Keylor Navas,cr CRC,GK,Nott'ham Forest,35,1986,17.0,3,0.18,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Wilfred Ndidi,ng NGA,MF,Leicester City,25,1996,18.7,12,0.64,12,0,0,0,0,0,2,0.11,2,0,0,0,0,0
Reiss Nelson,eng ENG,FW,Arsenal,22,1999,2.4,19,8.07,13,0,3,2,1,0,5,2.12,3,0,0,2,0,0
Neto,br BRA,GK,Bournemouth,33,1989,26.5,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Pedro Neto,pt POR,"FW,MF",Wolves,22,2000,10.7,41,3.82,23,6,2,4,5,1,6,0.56,4,0,0,1,1,0
Rúben Neves,pt POR,MF,Wolves,25,1997,33.5,80,2.38,55,11,3,4,3,4,3,0.09,2,1,0,0,0,0
Moussa Niakhate,sn SEN,DF,Nott'ham Forest,26,1996,12.9,9,0.70,4,5,0,0,0,0,1,0.08,0,1,0,0,0,0
Rasmus Nissen,dk DEN,DF,Leeds United,25,1997,21.8,35,1.61,30,1,2,1,0,1,3,0.14,2,0,1,0,0,0
Eddie Nketiah,eng ENG,FW,Arsenal,23,1999,12.1,29,2.40,14,0,6,6,3,0,3,0.25,2,0,0,0,1,0
Matheus Nunes,pt POR,MF,Wolves,23,1998,27.4,59,2.15,49,2,4,2,2,0,5,0.18,3,0,2,0,0,0
Darwin Núñez,uy URU,FW,Liverpool,23,1999,18.8,54,2.87,35,1,4,7,7,0,3,0.16,2,0,0,0,1,0
Ethan Nwaneri,eng ENG,FW,Arsenal,15,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian Nørgaard,dk DEN,MF,Brentford,28,1994,19.6,32,1.63,24,1,1,4,2,0,7,0.36,3,0,0,3,1,0
Lewis O'Brien,eng ENG,MF,Nott'ham Forest,23,1998,6.5,21,3.24,14,0,1,1,3,2,0,0.00,0,0,0,0,0,0
Odeluga Offiah,eng ENG,DF,Brighton,19,2002,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Angelo Ogbonna,it ITA,DF,West Ham,34,1988,13.7,6,0.44,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Michael Olise,fr FRA,"FW,MF",Crystal Palace,20,2001,30.5,143,4.68,75,37,15,4,9,3,13,0.43,9,4,0,0,0,0
Robin Olsen,se SWE,GK,Aston Villa,32,1990,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Amadou Onana,be BEL,MF,Everton,20,2001,27.6,45,1.63,35,0,1,2,5,2,2,0.07,2,0,0,0,0,0
Josh Onomah,eng ENG,MF,Fulham,25,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paul Onuachu,ng NGA,FW,Southampton,28,1994,4.5,7,1.55,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Frank Onyeka,ng NGA,MF,Brentford,24,1998,9.4,23,2.44,16,0,0,1,6,0,7,0.74,5,0,0,0,2,0
Mislav Oršić,hr CRO,MF,Southampton,29,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stefan Ortega,de GER,GK,Manchester City,29,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dango Ouattara,bf BFA,"MF,FW",Bournemouth,20,2002,13.8,44,3.19,26,1,8,4,4,1,5,0.36,1,0,2,1,1,0
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,28,1993,3.7,9,2.43,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
David Ozoh,,FW,Crystal Palace,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
João Palhinha,pt POR,MF,Fulham,27,1995,34.5,30,0.87,21,0,0,4,1,4,0,0.00,0,0,0,0,0,0
