Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,npGls,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Glsp90,Astp90,G+Ap90,npGlsp90,npGlsAstp90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90
Alex McCarthy,eng ENG,GK,Southampton,32.0,1989.0,6.0,6.0,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott McKenna,sct SCO,DF,Nott'ham Forest,25.0,1996.0,20.0,19.0,"1,571",17.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.0,1.1,5.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Weston McKennie,us USA,MF,Leeds United,23.0,1998.0,19.0,16.0,"1,437",16.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.7,1.4,14.0,82.0,33.0,0.0,0.06,0.06,0.0,0.06,0.05,0.04,0.09,0.05,0.09
Edouard Mendy,sn SEN,GK,Chelsea,30.0,1992.0,10.0,9.0,855,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mepham,wls WAL,DF,Bournemouth,24.0,1997.0,26.0,24.0,"2,199",24.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.2,0.9,2.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Illan Meslier,fr FRA,GK,Leeds United,22.0,2000.0,34.0,34.0,"3,060",34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Mighten,eng ENG,FW,Nott'ham Forest,20.0,2002.0,1.0,0.0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Miley,eng ENG,MF,Newcastle Utd,16.0,2006.0,1.0,0.0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42
Luka Milivojević,rs SRB,MF,Crystal Palace,31.0,1991.0,18.0,5.0,512,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
James Milner,eng ENG,"MF,DF",Liverpool,36.0,1986.0,31.0,7.0,913,10.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.9,1.3,21.0,70.0,78.0,0.0,0.1,0.1,0.0,0.1,0.04,0.09,0.13,0.04,0.13
Tyrick Mitchell,eng ENG,DF,Crystal Palace,22.0,1999.0,36.0,34.0,"2,891",32.1,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,1.2,1.8,23.0,106.0,90.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.05,0.02,0.05
Andrew Moran,ie IRL,FW,Brighton,18.0,2003.0,1.0,0.0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álex Moreno,es ESP,DF,Aston Villa,29.0,1993.0,19.0,14.0,"1,329",14.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,3.0,3.7,65.0,37.0,122.0,0.0,0.2,0.2,0.0,0.2,0.04,0.21,0.25,0.04,0.25
João Moutinho,pt POR,MF,Wolves,35.0,1986.0,31.0,20.0,"1,780",19.8,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,132.0,32.0,0.0,0.1,0.1,0.0,0.1,0.07,0.13,0.2,0.07,0.2
Divin Mubama,eng ENG,FW,West Ham,17.0,2004.0,3.0,0.0,38,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,21.0,2001.0,15.0,7.0,657,7.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.9,1.9,0.9,2.8,25.0,20.0,43.0,0.0,0.27,0.27,0.0,0.27,0.25,0.13,0.38,0.25,0.38
Enock Mwepu,zm ZAM,"FW,MF",Brighton,24.0,1998.0,6.0,2.0,213,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,5.0,6.0,17.0,0.0,0.42,0.42,0.0,0.42,0.09,0.2,0.29,0.09,0.29
Vitaliy Mykolenko,ua UKR,DF,Everton,23.0,1999.0,34.0,30.0,"2,655",29.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.2,1.8,31.0,100.0,72.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
Keylor Navas,cr CRC,GK,Nott'ham Forest,35.0,1986.0,17.0,17.0,"1,529",17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,ng NGA,MF,Leicester City,25.0,1996.0,27.0,19.0,"1,679",18.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,11.0,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Neto,br BRA,GK,Bournemouth,33.0,1989.0,27.0,27.0,"2,385",26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Neto,pt POR,"FW,MF",Wolves,22.0,2000.0,18.0,13.0,964,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.1,3.2,37.0,24.0,111.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,0.3
Moussa Niakhate,sn SEN,DF,Nott'ham Forest,26.0,1996.0,14.0,14.0,"1,163",12.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,2.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Ethan Nwaneri,eng ENG,FW,Arsenal,15.0,2007.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odeluga Offiah,eng ENG,DF,Brighton,19.0,2002.0,2.0,0.0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Ogbonna,it ITA,DF,West Ham,34.0,1988.0,16.0,13.0,"1,237",13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03
Robin Olsen,se SWE,GK,Aston Villa,32.0,1990.0,4.0,2.0,281,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Onomah,eng ENG,MF,Fulham,25.0,1997.0,2.0,0.0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Onuachu,ng NGA,FW,Southampton,28.0,1994.0,11.0,4.0,407,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,1.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.31,0.28,0.31
Frank Onyeka,ng NGA,MF,Brentford,24.0,1998.0,21.0,8.0,848,9.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,1.7,9.0,28.0,21.0,0.0,0.21,0.21,0.0,0.21,0.11,0.07,0.18,0.11,0.18
Mislav Oršić,hr CRO,MF,Southampton,29.0,1992.0,1.0,0.0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Ortega,de GER,GK,Manchester City,29.0,1992.0,3.0,3.0,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ozoh,,FW,Crystal Palace,17.0,2005.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Palmer,eng ENG,"MF,FW",Manchester City,20.0,2002.0,14.0,2.0,370,4.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.6,1.8,29.0,13.0,40.0,0.0,0.24,0.24,0.0,0.24,0.3,0.14,0.44,0.3,0.44
Nathan Patterson,sct SCO,"DF,MF",Everton,20.0,2001.0,19.0,14.0,"1,279",14.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,0.9,16.0,24.0,51.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07
Ben Pearson,eng ENG,MF,Bournemouth,27.0,1995.0,7.0,3.0,286,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,20.0,2001.0,4.0,0.0,64,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayoze Pérez,es ESP,"MF,FW",Leicester City,29.0,1993.0,8.0,3.0,382,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.5,2.6,17.0,20.0,43.0,0.0,0.24,0.24,0.0,0.24,0.27,0.35,0.62,0.27,0.62
Máximo Perrone,ar ARG,MF,Manchester City,19.0,2003.0,1.0,0.0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Peupion,au AUS,MF,Brighton,19.0,2002.0,1.0,0.0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9
Kalvin Phillips,eng ENG,MF,Manchester City,26.0,1995.0,12.0,2.0,300,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,1.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.14,0.1,0.14
Nathaniel Phillips,eng ENG,DF,Liverpool,25.0,1997.0,2.0,1.0,66,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Jordan Pickford,eng ENG,GK,Everton,28.0,1994.0,37.0,37.0,"3,330",37.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Nick Pope,eng ENG,GK,Newcastle Utd,30.0,1992.0,37.0,37.0,"3,261",36.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Price,nir NIR,MF,Everton,18.0,2003.0,1.0,0.0,33,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
Aaron Ramsdale,eng ENG,GK,Arsenal,24.0,1998.0,38.0,38.0,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Raya,es ESP,GK,Brentford,26.0,1995.0,38.0,38.0,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Nathan Redmond,eng ENG,DF,Southampton,28.0,1994.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Richards,us USA,DF,Crystal Palace,22.0,2000.0,9.0,4.0,447,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.2,0.14,0.2
Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,25.0,1996.0,6.0,0.0,64,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,32.0,1989.0,7.0,0.0,39,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24
Andrew Robertson,sct SCO,DF,Liverpool,28.0,1994.0,34.0,29.0,"2,583",28.7,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,6.1,7.4,80.0,166.0,194.0,0.0,0.28,0.28,0.0,0.28,0.05,0.21,0.26,0.05,0.26
Antonee Robinson,us USA,DF,Fulham,24.0,1997.0,35.0,35.0,"3,088",34.3,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.1,0.1,1.3,1.4,112.0,129.0,153.0,0.0,0.03,0.03,0.0,0.03,0.0,0.04,0.04,0.0,0.04
Joel Robles,es ESP,GK,Leeds United,32.0,1990.0,4.0,4.0,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marek Rodák,sk SVK,GK,Fulham,25.0,1996.0,2.0,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Roerslev,dk DEN,DF,Brentford,23.0,1999.0,20.0,12.0,"1,108",12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2,1.5,8.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12
Cristian Romero,ar ARG,DF,Tottenham,24.0,1998.0,27.0,26.0,"2,364",26.3,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,1.5,1.5,1.2,2.6,19.0,92.0,9.0,0.0,0.04,0.04,0.0,0.04,0.06,0.05,0.1,0.06,0.1
Oriol Romeu,es ESP,MF,Southampton,30.0,1991.0,1.0,1.0,74,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Ronan,ie IRL,MF,Wolves,24.0,1998.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomón Rondón,ve VEN,FW,Everton,32.0,1989.0,7.0,1.0,109,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.66,0.13,0.79,0.66,0.79
Joe Rothwell,eng ENG,MF,Bournemouth,27.0,1995.0,20.0,12.0,"1,016",11.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,12.0,33.0,12.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.1,0.01,0.1
Georginio Rutter,fr FRA,"FW,MF",Leeds United,20.0,2002.0,11.0,1.0,273,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,5.0,6.0,21.0,0.0,0.33,0.33,0.0,0.33,0.13,0.1,0.22,0.13,0.22
José Sá,pt POR,GK,Wolves,29.0,1993.0,36.0,36.0,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Sabitzer,at AUT,MF,Manchester Utd,28.0,1994.0,11.0,7.0,627,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24
Mohammed Salisu,gh GHA,DF,Southampton,23.0,1999.0,22.0,21.0,"1,973",21.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.1,5.0,82.0,4.0,0.0,0.05,0.05,0.0,0.05,0.07,0.03,0.1,0.07,0.1
Albert Sambi Lokonga,be BEL,MF,Arsenal,22.0,1999.0,6.0,2.0,198,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,22.0,1999.0,9.0,6.0,536,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Davinson Sánchez,co COL,DF,Tottenham,26.0,1996.0,18.0,8.0,858,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.0,5.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11
Robert Sánchez,es ESP,GK,Brighton,24.0,1997.0,23.0,23.0,"2,070",23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,fr FRA,MF,Aston Villa,27.0,1994.0,2.0,0.0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Sarmiento,ec ECU,MF,Brighton,20.0,2002.0,9.0,1.0,176,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,5.0,11.0,20.0,0.0,0.51,0.51,0.0,0.51,0.17,0.11,0.28,0.17,0.28
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,28.0,1994.0,6.0,2.0,181,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,9.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.14,0.13,0.14
Kevin Schade,de GER,FW,Brentford,20.0,2001.0,18.0,7.0,732,8.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,1.1,3.2,24.0,15.0,57.0,0.0,0.12,0.12,0.0,0.12,0.25,0.14,0.39,0.25,0.39
Nélson Semedo,pt POR,DF,Wolves,28.0,1993.0,36.0,31.0,"2,632",29.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.4,0.4,0.7,1.2,50.0,110.0,147.0,0.0,0.03,0.03,0.0,0.03,0.01,0.03,0.04,0.01,0.04
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30.0,1992.0,3.0,0.0,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,30.0,1992.0,8.0,6.0,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
Thiago Silva,br BRA,DF,Chelsea,37.0,1984.0,27.0,26.0,"2,352",26.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,8.0,104.0,2.0,0.0,0.08,0.08,0.0,0.08,0.06,0.02,0.08,0.06,0.08
Adam Smith,eng ENG,DF,Bournemouth,31.0,1991.0,37.0,34.0,"2,943",32.7,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.5,0.5,1.3,1.8,28.0,83.0,54.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05
Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,22.0,2000.0,12.0,0.0,172,1.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,2.0,7.0,11.0,0.0,1.05,1.05,0.0,1.05,0.14,0.36,0.5,0.14,0.5
Cédric Soares,pt POR,DF,Arsenal,30.0,1991.0,2.0,0.0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Soares,pt POR,DF,Fulham,30.0,1991.0,6.0,2.0,198,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
Boubakary Soumaré,fr FRA,MF,Leicester City,23.0,1999.0,26.0,20.0,"1,629",18.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.4,0.4,17.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Harry Souttar,au AUS,DF,Leicester City,23.0,1998.0,12.0,11.0,992,11.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,6.0,29.0,4.0,0.0,0.09,0.09,0.0,0.09,0.13,0.02,0.15,0.13,0.15
Djed Spence,eng ENG,"FW,DF",Tottenham,21.0,2000.0,4.0,0.0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83
Jack Stacey,eng ENG,DF,Bournemouth,26.0,1996.0,10.0,3.0,299,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,9.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Junior Stanislas,eng ENG,MF,Bournemouth,32.0,1989.0,4.0,0.0,61,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.25,0.05,0.25
Jay Stansfield,eng ENG,FW,Fulham,19.0,2002.0,3.0,1.0,87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.35,0.26,0.35
Jason Steele,eng ENG,GK,Brighton,31.0,1990.0,15.0,15.0,"1,350",15.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01
Jack Stephens,eng ENG,DF,Southampton,28.0,1994.0,2.0,0.0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stephens,eng ENG,DF,Bournemouth,28.0,1994.0,15.0,13.0,"1,173",13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,7.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
Japhet Tanganga,eng ENG,DF,Tottenham,23.0,1999.0,4.0,2.0,146,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Targett,eng ENG,DF,Newcastle Utd,26.0,1995.0,17.0,6.0,610,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07
Luke Thomas,eng ENG,DF,Leicester City,21.0,2001.0,17.0,11.0,"1,073",11.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.8,10.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07
