Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Ángel Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,35,1987,4.4,5,1.14,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24,1998,19.7,58,2.94,39,11,2,6,0,0,2,0.10,2,0,0,0,0,0
Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34,1988,23.3,54,2.31,39,4,4,3,3,1,10,0.43,8,1,0,0,0,1
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28,1994,31.9,37,1.16,32,1,0,2,2,0,2,0.06,2,0,0,0,0,0
Miguel Rodríguez,es ESP,"MF,FW",Celta Vigo,es La Liga,19,2003,2.8,7,2.50,7,0,0,0,0,0,2,0.71,2,0,0,0,0,0
Pablo Rodríguez,es ESP,"FW,MF",Lecce,it Serie A,20,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,29,1992,29.7,57,1.92,46,8,1,2,0,0,2,0.07,2,0,0,0,0,0
Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,21,2001,26.4,133,5.03,78,5,25,9,15,1,21,0.79,12,0,6,0,3,0
Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23,1999,12.3,13,1.06,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,24,1997,15.8,7,0.44,5,1,0,0,1,0,1,0.06,0,1,0,0,0,0
Rogério,br BRA,DF,Sassuolo,it Serie A,24,1998,33.3,74,2.22,62,6,1,1,4,0,6,0.18,5,0,0,0,1,0
Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,20,2002,0.6,2,3.16,2,0,0,0,0,0,1,1.58,1,0,0,0,0,0
Tony Rölke,de GER,FW,Hertha BSC,de Bundesliga,19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,27,1995,32.5,14,0.43,11,3,0,0,0,0,3,0.09,3,0,0,0,0,0
Simone Romagnoli,it ITA,DF,Lecce,it Serie A,32,1990,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leonardo Román,es ESP,GK,Mallorca,es La Liga,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24,1998,26.3,24,0.91,22,0,0,0,1,1,4,0.15,3,0,0,0,1,0
Iván Romero,es ESP,MF,Sevilla,es La Liga,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luka Romero,ar ARG,FW,Lazio,it Serie A,17,2004,1.7,4,2.38,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,30,1991,0.8,3,3.65,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Oriol Romeu,es ESP,MF,Girona,es La Liga,30,1991,32.8,56,1.71,49,0,0,4,2,1,3,0.09,3,0,0,0,0,0
Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,37,1985,5.8,10,1.71,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Connor Ronan,ie IRL,MF,Wolves,eng Premier League,24,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Salomón Rondón,ve VEN,FW,Everton,eng Premier League,32,1989,1.2,4,3.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,27,1994,33.7,72,2.14,64,0,3,1,1,3,5,0.15,4,0,0,0,0,1
Marten de Roon,nl NED,MF,Atalanta,it Serie A,31,1991,32.9,51,1.55,45,0,1,1,3,1,2,0.06,2,0,0,0,0,0
Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,25,1997,19.6,42,2.14,34,3,3,1,1,0,2,0.10,1,0,0,1,0,0
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tom Rothe,de GER,DF,Dortmund,de Bundesliga,17,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,27,1995,11.3,24,2.12,16,6,1,1,0,0,2,0.18,1,1,0,0,0,0
Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21,2001,36.8,13,0.35,10,0,0,2,0,1,1,0.03,0,0,0,1,0,0
Jérôme Roussillon,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,29,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,29,1993,10.6,22,2.07,16,1,4,0,1,0,4,0.38,3,0,0,0,1,0
Nicolò Rovella,it ITA,MF,Monza,it Serie A,20,2001,19.3,53,2.74,41,5,1,1,2,3,7,0.36,5,1,0,0,0,1
Nicolò Rovella,it ITA,MF,Juventus,it Serie A,20,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,28,1994,27.2,26,0.96,23,0,1,1,0,1,4,0.15,4,0,0,0,0,0
Ruan,br BRA,DF,Sassuolo,it Serie A,23,1999,19.0,6,0.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rubén,es ESP,"DF,MF",Espanyol,es La Liga,21,2001,9.9,19,1.92,15,0,3,0,0,1,4,0.40,3,0,1,0,0,0
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,29,1993,26.8,18,0.67,16,0,0,1,1,0,1,0.04,0,0,0,1,0,0
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,32,1990,8.8,23,2.60,11,12,0,0,0,0,2,0.23,2,0,0,0,0,0
Daniele Rugani,it ITA,DF,Juventus,it Serie A,28,1994,6.3,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matteo Ruggeri,it ITA,"DF,MF",Atalanta,it Serie A,20,2002,9.2,17,1.85,17,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Mário Rui,pt POR,DF,Napoli,it Serie A,31,1991,19.4,87,4.48,63,21,1,0,1,1,13,0.67,11,1,0,0,0,1
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,26,1996,16.2,37,2.29,26,0,5,4,1,1,1,0.06,1,0,0,0,0,0
Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,19,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26,1996,21.0,41,1.95,37,0,1,2,0,1,6,0.29,6,0,0,0,0,0
Víctor Ruiz,es ESP,DF,Betis,es La Liga,33,1989,6.2,4,0.64,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Franco Russo,ar ARG,DF,Mallorca,es La Liga,27,1994,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Georginio Rutter,fr FRA,"FW,MF",Leeds United,eng Premier League,20,2002,3.0,6,1.99,5,0,0,0,1,0,1,0.33,1,0,0,0,0,0
Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20,2002,11.2,37,3.30,22,0,9,2,4,0,4,0.36,2,0,2,0,0,0
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,24,1997,11.5,27,2.34,18,1,5,2,1,0,0,0.00,0,0,0,0,0,0
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,24,1997,15.7,28,1.79,23,3,2,0,0,0,0,0.00,0,0,0,0,0,0
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29.0,7,0.24,7,0,0,0,0,0,1,0.03,1,0,0,0,0,0
José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,29,1993,18.7,33,1.77,19,2,7,1,3,1,2,0.11,0,0,1,1,0,0
Halid Šabanović,ba BIH,DF,Angers,fr Ligue 1,22,1999,7.1,3,0.42,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,it Serie A,25,1996,11.9,41,3.45,22,7,3,4,5,0,0,0.00,0,0,0,0,0,0
Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28,1994,7.0,20,2.87,16,1,0,1,2,0,3,0.43,3,0,0,0,0,0
Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28,1994,7.0,11,1.58,9,0,0,0,0,2,1,0.14,1,0,0,0,0,0
Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27,1995,28.7,38,1.33,33,2,2,0,0,1,7,0.24,6,0,0,0,0,1
Umar Sadiq,ng NGA,FW,Almería,es La Liga,25,1997,2.7,6,2.25,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,25,1997,0.9,1,1.10,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,23,1999,15.6,63,4.05,42,5,7,7,2,0,6,0.39,5,0,1,0,0,0
Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,27,1995,7.2,23,3.21,11,0,9,3,0,0,3,0.42,0,0,2,1,0,0
Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25,1997,12.4,65,5.22,49,0,10,3,3,0,10,0.80,7,0,2,0,1,0
Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,23,1998,5.9,11,1.86,7,4,0,0,0,0,1,0.17,1,0,0,0,0,0
Samuel Sáiz,es ESP,MF,Girona,es La Liga,31,1991,2.7,6,2.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,20,2001,35.3,161,4.56,106,27,8,11,7,2,28,0.79,20,4,2,1,0,1
Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26,1996,18.4,71,3.86,57,8,1,3,2,0,3,0.16,3,0,0,0,0,0
Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,32,1990,8.5,4,0.47,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Jacopo Sala,it ITA,MF,Spezia,it Serie A,30,1991,1.2,2,1.62,0,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,20,2001,2.5,12,4.76,9,0,3,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30,1992,36.6,140,3.83,106,2,12,12,6,2,24,0.66,17,1,0,2,3,1
Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22,2000,13.9,27,1.94,18,0,4,3,2,0,1,0.07,1,0,0,0,0,0
Kike Salas,es ESP,DF,Sevilla,es La Liga,20,2002,4.1,1,0.24,0,0,0,1,0,0,1,0.24,0,0,0,1,0,0
William Saliba,fr FRA,DF,Arsenal,eng Premier League,21,2001,26.8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0
Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23,1999,21.9,25,1.14,16,5,1,3,0,0,3,0.14,1,1,0,1,0,0
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,25,1997,11.1,39,3.50,23,1,4,2,8,1,5,0.45,3,0,1,0,1,0
Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,29,1992,29.4,22,0.75,18,0,0,2,1,1,5,0.17,4,0,0,0,1,0
Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1991,5.4,19,3.49,15,0,0,3,0,1,1,0.18,0,0,0,0,0,1
Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,20,2002,20.5,98,4.77,54,27,6,7,1,3,10,0.49,4,3,0,1,0,2
Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,de Bundesliga,26,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,26,1995,29.6,64,2.16,35,0,12,7,8,2,9,0.30,3,0,3,1,2,0
Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,22,1999,6.0,6,1.01,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25,1996,7.7,22,2.84,17,0,4,1,0,0,1,0.13,1,0,0,0,0,0
Samuel,br BRA,"FW,MF",Valencia,es La Liga,22,1999,32.1,99,3.09,63,1,16,7,11,1,14,0.44,8,0,1,3,2,0
Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25,1997,20.5,18,0.88,15,0,0,2,0,1,2,0.10,1,0,0,1,0,0
Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,27.0,50,1.85,41,0,5,2,1,1,5,0.19,5,0,0,0,0,0
Leandro Sanca,gw GNB,"FW,MF",Spezia,it Serie A,22,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,28.1,95,3.38,76,1,7,5,5,1,6,0.21,4,0,0,1,1,0
Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,8.0,19,2.39,15,1,0,3,0,0,1,0.13,0,0,0,1,0,0
Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,29.8,116,3.90,87,2,5,10,11,1,11,0.37,5,0,1,3,2,0
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,12.0,18,1.51,12,0,1,3,2,0,0,0.00,0,0,0,0,0,0
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,9.5,5,0.53,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,12.8,42,3.38,31,4,4,2,1,0,2,0.16,1,1,0,0,0,0
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,26.6,16,0.60,14,0,1,0,1,0,3,0.11,3,0,0,0,0,0
Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,23.6,61,2.58,55,1,2,0,1,2,4,0.17,3,0,0,0,1,0
Robert Sanchez,es ESP,GK,Brighton,eng Premier League,24,1997,23.0,,,,,,,,,,,,,,,,
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,18.7,87,4.64,80,1,4,2,0,0,9,0.48,7,0,2,0,0,0
Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,19.9,36,1.81,32,0,2,0,1,1,3,0.15,3,0,0,0,0,0
Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,22.3,93,4.17,72,1,7,7,4,2,15,0.67,13,0,0,2,0,0
Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,15.8,48,3.05,34,3,1,6,2,2,5,0.32,3,0,0,1,0,1
Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,8.2,31,3.77,19,3,3,2,4,0,7,0.85,3,1,0,1,2,0
Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,20.1,37,1.84,35,0,0,2,0,0,1,0.05,1,0,0,0,0,0
Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,13.4,49,3.66,36,0,4,5,3,1,5,0.37,4,0,0,1,0,0
Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,8.5,31,3.65,21,5,0,5,0,0,0,0.00,0,0,0,0,0,0
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,4.1,19,4.61,12,6,0,0,1,0,1,0.24,1,0,0,0,0,0
Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,21,2000,21.9,68,3.11,49,8,2,5,4,0,7,0.32,6,0,1,0,0,0
Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,2.0,10,5.11,6,0,1,2,1,0,2,1.02,2,0,0,0,0,0
Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,6.0,9,1.51,7,0,0,0,2,0,2,0.33,2,0,0,0,0,0
Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,8.0,8,1.01,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,18.9,32,1.69,19,0,4,5,4,0,3,0.16,2,0,0,1,0,0
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,28.3,130,4.60,63,41,11,1,14,0,11,0.39,6,4,0,0,1,0
Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,21.6,11,0.51,11,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,24.5,35,1.43,26,4,1,1,3,0,3,0.12,2,1,0,0,0,0
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,25.9,33,1.27,29,1,2,0,0,1,5,0.19,5,0,0,0,0,0
Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,10.3,24,2.33,20,0,1,2,0,1,1,0.10,1,0,0,0,0,0
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,2.0,10,4.97,3,1,1,1,3,1,0,0.00,0,0,0,0,0,0
Kevin Schade,de GER,FW,Brentford,eng Premier League,20,2001,8.1,27,3.32,15,0,6,2,4,0,4,0.49,3,0,1,0,0,0
Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,20,2001,2.0,1,0.49,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,9.6,10,1.05,8,0,0,0,2,0,2,0.21,1,0,0,0,1,0
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,35.6,59,1.66,43,0,2,9,2,3,8,0.22,5,0,0,0,1,2
Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,3.2,4,1.26,1,0,2,1,0,0,1,0.32,0,0,1,0,0,0
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,10.5,28,2.68,21,0,1,3,3,0,2,0.19,2,0,0,0,0,0
Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,12.1,27,2.24,20,2,0,3,2,0,4,0.33,2,1,0,1,0,0
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,16.7,30,1.80,26,0,0,0,2,2,6,0.36,6,0,0,0,0,0
Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25,1997,8.2,5,0.61,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,25.0,32,1.28,24,0,2,3,1,2,7,0.28,5,0,0,0,0,2
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,29,1992,28.1,44,1.56,34,0,3,5,1,1,5,0.18,2,0,0,1,1,1
Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36.0,10,0.28,7,3,0,0,0,0,1,0.03,0,1,0,0,0,0
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32,1990,0.5,2,4.50,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,22,2000,16.9,49,2.90,43,0,3,1,2,0,3,0.18,3,0,0,0,0,0
Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20,2002,2.8,3,1.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24,1998,12.1,50,4.14,39,1,4,3,3,0,3,0.25,1,0,0,1,1,0
Benno Schmitz,de GER,DF,Köln,de Bundesliga,27,1994,26.9,52,1.93,42,9,0,0,1,0,4,0.15,4,0,0,0,0,0
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25,1997,27.9,56,2.01,53,0,0,2,0,1,6,0.22,6,0,0,0,0,0
Perr Schuurs,nl NED,DF,Torino,it Serie A,22,1999,25.8,20,0.77,14,0,3,1,1,1,2,0.08,2,0,0,0,0,0
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27,1995,34.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,22.6,10,0.44,4,5,0,1,0,0,0,0.00,0,0,0,0,0,0
Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,18,2004,1.7,2,1.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,21,2001,5.8,14,2.42,12,0,1,0,1,0,1,0.17,1,0,0,0,0,0
Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,30,1992,9.9,17,1.73,12,0,2,1,2,0,3,0.31,2,0,1,0,0,0
Telasco Segovia,ve VEN,MF,Sampdoria,it Serie A,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jacopo Segre,it ITA,DF,Torino,it Serie A,25,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27,1995,7.7,21,2.74,19,0,0,1,0,1,3,0.39,3,0,0,0,0,0
Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22,2000,27.3,23,0.84,15,0,1,1,4,2,1,0.04,1,0,0,0,0,0
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,27,1995,3.1,8,2.55,4,0,1,1,2,0,3,0.96,1,0,1,0,1,0
Davie Selke,de GER,FW,Köln,de Bundesliga,27,1995,9.7,22,2.28,15,0,2,4,1,0,1,0.10,0,0,0,1,0,0
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30,1992,38.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,28,1993,29.2,35,1.20,28,0,0,4,3,0,3,0.10,3,0,0,0,0,0
Vivaldo Semedo,pt POR,"FW,MF",Udinese,it Serie A,17,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,22,2000,2.9,7,2.44,3,0,2,1,1,0,0,0.00,0,0,0,0,0,0
Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21,2001,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25,1997,27.7,16,0.58,14,1,0,1,0,0,3,0.11,3,0,0,0,0,0
Stefano Sensi,it ITA,MF,Monza,it Serie A,26,1995,18.0,63,3.50,38,18,0,2,4,1,8,0.44,7,0,0,0,1,0
Jaime Seoane,es ESP,"MF,FW",Getafe,es La Liga,25,1997,3.6,10,2.76,7,1,0,0,1,1,0,0.00,0,0,0,0,0,0
Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31,1991,17.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25,1997,22.5,41,1.82,29,1,4,2,4,1,4,0.18,4,0,0,0,0,0
Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25,1997,25.7,55,2.14,40,5,1,3,5,1,4,0.16,3,0,0,0,1,0
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22,2000,9.0,23,2.55,16,0,0,5,1,1,2,0.22,1,0,0,1,0,0
Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,29,1992,16.9,72,4.25,49,8,9,4,2,0,7,0.41,4,0,1,1,1,0
Eniss Shabani,de GER,MF,Mainz 05,de Bundesliga,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27,1995,28.4,67,2.36,50,9,3,1,4,0,7,0.25,6,0,0,0,1,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,30,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,30,1992,6.0,16,2.67,11,4,0,1,0,0,0,0.00,0,0,0,0,0,0
Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27,1995,9.0,19,2.12,17,0,2,0,0,0,1,0.11,1,0,0,0,0,0
Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27,1995,1.3,2,1.51,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,24,1998,2.4,4,1.65,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
